市场代码,合约代码,Date,最新,持仓,增仓,成交额,Volume,开仓,平仓,成交类型,方向,买一价,Close,买一量,卖一量
DC,a2403,2024-01-30 09:01:46.361,4693.0000,183269,30,1407900.0000,30,30,0,双开,S,4693.0000,4694.0000,41,24
DC,a2403,2024-01-30 09:01:46.783,4693.0000,183284,15,2205710.0000,47,31,16,多开,B,4692.0000,4694.0000,65,30
DC,a2403,2024-01-30 09:01:47.348,4693.0000,183288,4,750930.0000,16,10,6,多开,B,4692.0000,4694.0000,73,20
DC,a2403,2024-01-30 09:01:48.274,4692.0000,183304,16,1360780.0000,29,22,7,空开,S,4692.0000,4693.0000,54,1
DC,a2403,2024-01-30 09:01:48.809,4691.0000,183296,-8,2721320.0000,58,25,33,多平,S,4692.0000,4693.0000,20,19
DC,a2403,2024-01-30 09:01:49.243,4692.0000,183297,1,1313830.0000,28,14,14,多开,B,4691.0000,4693.0000,53,20
DC,a2403,2024-01-30 09:01:49.914,4693.0000,183298,1,46930.0000,1,1,0,双开,B,4691.0000,4693.0000,57,32
DC,a2403,2024-01-30 09:01:50.379,4691.0000,183308,10,1219660.0000,26,18,8,空开,S,4691.0000,4692.0000,31,3
DC,a2403,2024-01-30 09:01:50.834,4692.0000,183313,5,328440.0000,7,6,1,多开,B,4691.0000,4692.0000,24,9
DC,a2403,2024-01-30 09:01:51.439,4691.0000,183328,15,1219690.0000,26,20,6,多开,B,4690.0000,4692.0000,39,11
DC,a2403,2024-01-30 09:01:51.700,4691.0000,183323,-5,375280.0000,8,1,7,空平,B,4690.0000,4692.0000,48,28
DC,a2403,2024-01-30 09:01:52.396,4691.0000,183341,18,1922990.0000,41,29,12,多开,B,4690.0000,4692.0000,20,29
DC,a2403,2024-01-30 09:01:52.714,4691.0000,183337,-4,328370.0000,7,1,6,多平,S,4691.0000,4692.0000,1,31
DC,a2403,2024-01-30 09:01:53.426,4691.0000,183334,-3,140730.0000,3,0,3,双平,S,4691.0000,4692.0000,1,32
DC,a2403,2024-01-30 09:01:53.700,4690.0000,183334,0,93810.0000,2,1,1,多换,S,4691.0000,4692.0000,1,33
DC,a2403,2024-01-30 09:01:54.362,4690.0000,183318,-16,1735170.0000,37,10,27,多平,S,4690.0000,4691.0000,5,33
DC,a2403,2024-01-30 09:01:54.915,4691.0000,183313,-5,891130.0000,19,7,12,空平,B,4689.0000,4691.0000,28,29
DC,a2403,2024-01-30 09:01:55.437,4691.0000,183324,11,1360390.0000,29,20,9,多开,B,4690.0000,4692.0000,19,31
DC,a2403,2024-01-30 09:01:57.290,4692.0000,183324,0,93840.0000,2,1,1,空换,B,4691.0000,4692.0000,4,28
DC,a2403,2024-01-30 09:01:58.431,4691.0000,183324,0,187640.0000,4,2,2,多换,S,4691.0000,4692.0000,8,31
DC,a2403,2024-01-30 09:01:59.344,4691.0000,183330,6,516050.0000,11,8,3,空开,S,4691.0000,4692.0000,10,19
DC,a2403,2024-01-30 09:01:59.827,4691.0000,183320,-10,703650.0000,15,2,13,空平,B,4690.0000,4691.0000,43,17
DC,a2403,2024-01-30 09:02:00.436,4691.0000,183319,-1,140730.0000,3,1,2,空平,B,4690.0000,4691.0000,45,16
DC,a2403,2024-01-30 09:02:00.942,4691.0000,183308,-11,562920.0000,12,0,12,空平,B,4690.0000,4691.0000,46,38
DC,a2403,2024-01-30 09:02:01.376,4690.0000,183310,2,656600.0000,14,8,6,空开,S,4690.0000,4691.0000,18,42
DC,a2403,2024-01-30 09:02:01.796,4690.0000,183326,16,891100.0000,19,17,2,多开,B,4689.0000,4690.0000,46,3
DC,a2403,2024-01-30 09:02:02.357,4690.0000,183326,0,234500.0000,5,2,3,空换,B,4689.0000,4690.0000,42,4
DC,a2403,2024-01-30 09:02:02.920,4691.0000,183328,2,469060.0000,10,6,4,多开,B,4690.0000,4691.0000,1,29
DC,a2403,2024-01-30 09:02:03.337,4691.0000,183327,-1,1501060.0000,32,15,17,空平,B,4690.0000,4692.0000,23,27
DC,a2403,2024-01-30 09:02:04.429,4692.0000,183331,4,563040.0000,12,8,4,多开,B,4691.0000,4692.0000,24,8
DC,a2403,2024-01-30 09:02:04.861,4692.0000,183328,-3,375360.0000,8,2,6,多平,S,4692.0000,4693.0000,6,24
DC,a2403,2024-01-30 09:02:05.307,4692.0000,183332,4,187680.0000,4,4,0,双开,S,4692.0000,4693.0000,7,24
DC,a2403,2024-01-30 09:02:06.432,4692.0000,183334,2,328440.0000,7,4,3,空开,S,4692.0000,4693.0000,1,29
DC,a2403,2024-01-30 09:02:06.703,4692.0000,183331,-3,140760.0000,3,0,3,双平,B,4691.0000,4693.0000,20,30
DC,a2403,2024-01-30 09:02:08.914,4691.0000,183335,4,985130.0000,21,12,9,多开,B,4690.0000,4691.0000,59,80
DC,a2403,2024-01-30 09:02:09.430,4690.0000,183333,-2,93800.0000,2,0,2,双平,S,4690.0000,4691.0000,28,83
DC,a2403,2024-01-30 09:02:10.928,4691.0000,183334,1,46910.0000,1,1,0,双开,B,4690.0000,4691.0000,32,84
DC,a2403,2024-01-30 09:02:11.880,4691.0000,183334,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,33,85
DC,a2403,2024-01-30 09:02:13.404,4691.0000,183334,0,140730.0000,3,1,2,空换,B,4690.0000,4691.0000,27,83
DC,a2403,2024-01-30 09:02:13.532,4691.0000,183334,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,28,82
DC,a2403,2024-01-30 09:02:14.233,4691.0000,183334,0,234550.0000,5,2,3,空换,B,4690.0000,4691.0000,71,77
DC,a2403,2024-01-30 09:02:14.791,4690.0000,183340,6,844360.0000,18,12,6,空开,S,4690.0000,4691.0000,69,61
DC,a2403,2024-01-30 09:02:16.337,4690.0000,183295,-45,2345000.0000,50,2,48,多平,S,4690.0000,4691.0000,19,62
DC,a2403,2024-01-30 09:02:16.915,4690.0000,183293,-2,1031800.0000,22,10,12,空平,B,4689.0000,4690.0000,83,24
DC,a2403,2024-01-30 09:02:17.028,4690.0000,183293,0,46900.0000,1,0,1,空换,B,4689.0000,4690.0000,83,28
DC,a2403,2024-01-30 09:02:18.302,4690.0000,183293,0,46900.0000,1,0,1,空换,B,4689.0000,4690.0000,67,30
DC,a2403,2024-01-30 09:02:18.556,4689.0000,183293,0,46890.0000,1,0,1,多换,S,4689.0000,4690.0000,67,31
DC,a2403,2024-01-30 09:02:19.354,4690.0000,183272,-21,1876040.0000,40,9,31,空平,B,4689.0000,4690.0000,78,1
DC,a2403,2024-01-30 09:02:19.861,4689.0000,183272,0,93790.0000,2,1,1,多换,S,4689.0000,4691.0000,77,59
DC,a2403,2024-01-30 09:02:21.227,4690.0000,183274,2,140700.0000,3,2,1,空开,S,4690.0000,4691.0000,3,56
DC,a2403,2024-01-30 09:02:22.361,4690.0000,183275,1,46900.0000,1,1,0,双开,S,4690.0000,4691.0000,14,56
DC,a2403,2024-01-30 09:02:22.931,4690.0000,183276,1,46900.0000,1,1,0,双开,S,4690.0000,4691.0000,14,57
DC,a2403,2024-01-30 09:02:23.449,4690.0000,183277,1,46900.0000,1,1,0,双开,S,4690.0000,4691.0000,13,57
DC,a2403,2024-01-30 09:02:23.787,4691.0000,183277,0,93820.0000,2,1,1,空换,B,4690.0000,4691.0000,13,55
DC,a2403,2024-01-30 09:02:25.394,4690.0000,183278,1,46900.0000,1,1,0,双开,S,4690.0000,4691.0000,13,58
DC,a2403,2024-01-30 09:02:27.098,4690.0000,183279,1,46900.0000,1,1,0,双开,S,4690.0000,4691.0000,12,62
DC,a2403,2024-01-30 09:02:27.801,4690.0000,183281,2,93800.0000,2,2,0,双开,S,4690.0000,4691.0000,10,63
DC,a2403,2024-01-30 09:02:28.200,4691.0000,183306,25,1548030.0000,33,29,4,多开,B,4690.0000,4691.0000,24,30
DC,a2403,2024-01-30 09:02:28.706,4691.0000,183308,2,93820.0000,2,2,0,双开,B,4690.0000,4691.0000,24,28
DC,a2403,2024-01-30 09:02:29.275,4691.0000,183310,2,93820.0000,2,2,0,双开,B,4690.0000,4691.0000,24,26
DC,a2403,2024-01-30 09:02:29.548,4691.0000,183319,9,422190.0000,9,9,0,双开,B,4690.0000,4691.0000,24,17
DC,a2403,2024-01-30 09:02:30.350,4690.0000,183319,0,328300.0000,7,3,4,多换,S,4690.0000,4691.0000,17,19
DC,a2403,2024-01-30 09:02:30.839,4691.0000,183319,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,17,20
DC,a2403,2024-01-30 09:02:34.287,4691.0000,183320,1,46910.0000,1,1,0,双开,B,4690.0000,4691.0000,21,24
DC,a2403,2024-01-30 09:02:34.926,4691.0000,183320,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,21,25
DC,a2403,2024-01-30 09:02:36.046,4691.0000,183320,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,16,31
DC,a2403,2024-01-30 09:02:36.920,4691.0000,183310,-10,1032020.0000,22,6,16,空平,B,4690.0000,4691.0000,16,9
DC,a2403,2024-01-30 09:02:37.280,4691.0000,183311,1,187640.0000,4,2,2,多开,B,4690.0000,4691.0000,21,6
DC,a2403,2024-01-30 09:02:37.715,4690.0000,183312,1,187630.0000,4,2,2,空开,S,4690.0000,4691.0000,17,4
DC,a2403,2024-01-30 09:02:38.671,4691.0000,183312,0,140730.0000,3,1,2,空换,B,4690.0000,4691.0000,18,12
DC,a2403,2024-01-30 09:02:39.429,4691.0000,183312,0,140730.0000,3,1,2,空换,B,4690.0000,4691.0000,18,11
DC,a2403,2024-01-30 09:02:40.933,4691.0000,183313,1,516010.0000,11,6,5,空开,S,4691.0000,4692.0000,9,24
DC,a2403,2024-01-30 09:02:41.434,4691.0000,183314,1,46910.0000,1,1,0,双开,S,4691.0000,4692.0000,8,23
DC,a2403,2024-01-30 09:02:42.635,4691.0000,183315,1,46910.0000,1,1,0,双开,S,4691.0000,4692.0000,7,23
DC,a2403,2024-01-30 09:02:43.401,4691.0000,183315,0,187640.0000,4,2,2,多换,S,4691.0000,4692.0000,3,23
DC,a2403,2024-01-30 09:02:44.348,4691.0000,183318,3,140730.0000,3,3,0,双开,S,4691.0000,4692.0000,1,29
DC,a2403,2024-01-30 09:02:45.259,4692.0000,183318,0,140760.0000,3,1,2,空换,B,4691.0000,4692.0000,2,26
DC,a2403,2024-01-30 09:02:46.700,4692.0000,183318,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,12,24
DC,a2403,2024-01-30 09:02:47.655,4692.0000,183318,0,93840.0000,2,1,1,空换,B,4691.0000,4692.0000,13,22
DC,a2403,2024-01-30 09:02:48.146,4692.0000,183318,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,14,22
DC,a2403,2024-01-30 09:02:50.357,4692.0000,183318,0,234590.0000,5,2,3,空换,B,4691.0000,4692.0000,14,22
DC,a2403,2024-01-30 09:02:50.578,4692.0000,183318,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,14,21
DC,a2403,2024-01-30 09:02:51.245,4691.0000,183318,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,13,22
DC,a2403,2024-01-30 09:02:53.281,4691.0000,183319,1,46910.0000,1,1,0,双开,S,4691.0000,4692.0000,13,22
DC,a2403,2024-01-30 09:02:53.768,4691.0000,183319,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,13,22
DC,a2403,2024-01-30 09:02:54.860,4692.0000,183306,-13,985320.0000,21,4,17,空平,B,4691.0000,4693.0000,24,36
DC,a2403,2024-01-30 09:02:55.793,4691.0000,183306,0,93820.0000,2,1,1,多换,S,4691.0000,4692.0000,26,4
DC,a2403,2024-01-30 09:02:56.702,4692.0000,183307,1,46920.0000,1,1,0,双开,B,4691.0000,4692.0000,18,15
DC,a2403,2024-01-30 09:02:58.835,4692.0000,183314,7,609960.0000,13,10,3,多开,B,4691.0000,4693.0000,19,36
DC,a2403,2024-01-30 09:03:00.435,4691.0000,183317,3,328400.0000,7,5,2,空开,S,4691.0000,4692.0000,18,8
DC,a2403,2024-01-30 09:03:00.700,4691.0000,183315,-2,93820.0000,2,0,2,双平,S,4691.0000,4692.0000,28,5
DC,a2403,2024-01-30 09:03:01.800,4692.0000,183311,-4,422280.0000,9,2,7,多平,S,4692.0000,4693.0000,3,35
DC,a2403,2024-01-30 09:03:02.430,4693.0000,183309,-2,187710.0000,4,1,3,空平,B,4692.0000,4693.0000,8,32
DC,a2403,2024-01-30 09:03:02.765,4692.0000,183309,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,21,32
DC,a2403,2024-01-30 09:03:03.230,4693.0000,183309,0,93860.0000,2,1,1,空换,B,4692.0000,4693.0000,21,21
DC,a2403,2024-01-30 09:03:03.946,4693.0000,183309,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,21,20
DC,a2403,2024-01-30 09:03:05.261,4693.0000,183309,0,93860.0000,2,1,1,空换,B,4692.0000,4693.0000,25,18
DC,a2403,2024-01-30 09:03:05.731,4693.0000,183307,-2,234650.0000,5,1,4,空平,B,4692.0000,4693.0000,33,13
DC,a2403,2024-01-30 09:03:06.420,4693.0000,183301,-6,610090.0000,13,3,10,空平,B,4692.0000,4694.0000,34,25
DC,a2403,2024-01-30 09:03:08.842,4693.0000,183301,0,46930.0000,1,0,1,多换,S,4693.0000,4694.0000,20,20
DC,a2403,2024-01-30 09:03:09.405,4694.0000,183301,0,281640.0000,6,3,3,空换,B,4693.0000,4694.0000,20,14
DC,a2403,2024-01-30 09:03:09.889,4694.0000,183306,5,469400.0000,10,7,3,多开,B,4693.0000,4694.0000,30,4
DC,a2403,2024-01-30 09:03:12.203,4694.0000,183306,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,36,20
DC,a2403,2024-01-30 09:03:12.927,4694.0000,183304,-2,93880.0000,2,0,2,双平,B,4693.0000,4694.0000,37,18
DC,a2403,2024-01-30 09:03:13.791,4693.0000,183304,0,187720.0000,4,2,2,多换,S,4693.0000,4694.0000,41,26
DC,a2403,2024-01-30 09:03:14.209,4693.0000,183305,1,46930.0000,1,1,0,双开,S,4693.0000,4694.0000,72,26
DC,a2403,2024-01-30 09:03:14.787,4694.0000,183305,0,751040.0000,16,8,8,空换,B,4693.0000,4694.0000,83,2
DC,a2403,2024-01-30 09:03:15.438,4694.0000,183304,-1,93880.0000,2,0,2,空平,B,4693.0000,4695.0000,84,32
DC,a2403,2024-01-30 09:03:15.704,4694.0000,183304,0,46940.0000,1,0,1,空换,B,4693.0000,4695.0000,88,34
DC,a2403,2024-01-30 09:03:16.324,4693.0000,183304,0,140790.0000,3,1,2,多换,S,4693.0000,4694.0000,82,8
DC,a2403,2024-01-30 09:03:17.562,4694.0000,183304,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,82,10
DC,a2403,2024-01-30 09:03:18.112,4694.0000,183304,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,82,9
DC,a2403,2024-01-30 09:03:19.380,4694.0000,183304,0,93880.0000,2,1,1,空换,B,4693.0000,4694.0000,83,7
DC,a2403,2024-01-30 09:03:20.706,4693.0000,183304,0,46930.0000,1,0,1,多换,S,4693.0000,4694.0000,85,8
DC,a2403,2024-01-30 09:03:24.231,4694.0000,183302,-2,516340.0000,11,4,7,空平,B,4693.0000,4695.0000,86,37
DC,a2403,2024-01-30 09:03:24.700,4694.0000,183302,0,93880.0000,2,1,1,空换,B,4693.0000,4694.0000,89,6
DC,a2403,2024-01-30 09:03:25.448,4694.0000,183302,0,93880.0000,2,1,1,空换,B,4693.0000,4694.0000,89,4
DC,a2403,2024-01-30 09:03:26.901,4694.0000,183302,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,93,3
DC,a2403,2024-01-30 09:03:27.703,4693.0000,183302,0,46930.0000,1,0,1,多换,S,4693.0000,4694.0000,92,8
DC,a2403,2024-01-30 09:03:30.946,4693.0000,183301,-1,46930.0000,1,0,1,双平,S,4693.0000,4694.0000,95,11
DC,a2403,2024-01-30 09:03:32.861,4694.0000,183303,2,140810.0000,3,2,1,多开,B,4693.0000,4694.0000,94,9
DC,a2403,2024-01-30 09:03:34.437,4693.0000,183307,4,234660.0000,5,4,1,空开,S,4693.0000,4694.0000,90,23
DC,a2403,2024-01-30 09:03:34.703,4693.0000,183307,0,750880.0000,16,8,8,多换,S,4693.0000,4694.0000,75,29
DC,a2403,2024-01-30 09:03:35.400,4693.0000,183294,-13,3519750.0000,75,31,44,空平,B,4692.0000,4693.0000,30,40
DC,a2403,2024-01-30 09:03:35.770,4692.0000,183299,5,1407600.0000,30,17,13,多开,B,4691.0000,4692.0000,40,4
DC,a2403,2024-01-30 09:03:36.206,4692.0000,183298,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,35,4
DC,a2403,2024-01-30 09:03:36.750,4692.0000,183302,4,516120.0000,11,7,4,空开,S,4692.0000,4693.0000,9,50
DC,a2403,2024-01-30 09:03:37.807,4692.0000,183304,2,93840.0000,2,2,0,双开,S,4692.0000,4693.0000,16,49
DC,a2403,2024-01-30 09:03:38.850,4693.0000,183304,0,93860.0000,2,1,1,空换,B,4692.0000,4693.0000,18,47
DC,a2403,2024-01-30 09:03:39.192,4693.0000,183305,1,46930.0000,1,1,0,双开,B,4692.0000,4693.0000,18,46
DC,a2403,2024-01-30 09:03:44.346,4692.0000,183306,1,46920.0000,1,1,0,双开,S,4692.0000,4693.0000,18,5
DC,a2403,2024-01-30 09:03:48.935,4693.0000,183306,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,20,13
DC,a2403,2024-01-30 09:03:49.440,4692.0000,183305,-1,93840.0000,2,0,2,多平,S,4692.0000,4693.0000,18,13
DC,a2403,2024-01-30 09:03:50.400,4692.0000,183305,0,516120.0000,11,5,6,空换,B,4691.0000,4693.0000,38,26
DC,a2403,2024-01-30 09:03:50.700,4692.0000,183305,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,3,25
DC,a2403,2024-01-30 09:03:51.941,4692.0000,183305,0,93840.0000,2,1,1,多换,S,4692.0000,4693.0000,3,24
DC,a2403,2024-01-30 09:03:53.322,4692.0000,183306,1,46920.0000,1,1,0,双开,S,4692.0000,4693.0000,5,20
DC,a2403,2024-01-30 09:03:57.552,4692.0000,183308,2,93840.0000,2,2,0,双开,S,4692.0000,4693.0000,6,21
DC,a2403,2024-01-30 09:03:58.039,4692.0000,183309,1,46920.0000,1,1,0,双开,S,4692.0000,4693.0000,5,21
DC,a2403,2024-01-30 09:03:59.209,4692.0000,183307,-2,281520.0000,6,2,4,空平,B,4691.0000,4692.0000,38,24
DC,a2403,2024-01-30 09:03:59.746,4691.0000,183308,1,93820.0000,2,1,1,空开,S,4691.0000,4692.0000,37,25
DC,a2403,2024-01-30 09:04:00.410,4691.0000,183285,-23,1125840.0000,24,0,24,多平,S,4691.0000,4692.0000,10,3
DC,a2403,2024-01-30 09:04:03.029,4691.0000,183286,1,46910.0000,1,1,0,双开,S,4691.0000,4692.0000,12,29
DC,a2403,2024-01-30 09:04:04.399,4691.0000,183274,-12,844380.0000,18,3,15,多平,S,4691.0000,4692.0000,3,29
DC,a2403,2024-01-30 09:04:04.949,4691.0000,183273,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,6,27
DC,a2403,2024-01-30 09:04:09.200,4691.0000,183273,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,18,21
DC,a2403,2024-01-30 09:04:12.860,4692.0000,183273,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,20,21
DC,a2403,2024-01-30 09:04:13.026,4692.0000,183272,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,20,19
DC,a2403,2024-01-30 09:04:14.767,4692.0000,183267,-5,1032240.0000,22,8,14,多平,S,4692.0000,4693.0000,3,15
DC,a2403,2024-01-30 09:04:24.538,4693.0000,183267,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,10,22
DC,a2403,2024-01-30 09:04:28.062,4692.0000,183267,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,9,22
DC,a2403,2024-01-30 09:04:28.588,4693.0000,183267,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,9,21
DC,a2403,2024-01-30 09:04:30.200,4693.0000,183267,0,93860.0000,2,1,1,空换,B,4692.0000,4693.0000,11,19
DC,a2403,2024-01-30 09:04:31.057,4692.0000,183267,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,17,18
DC,a2403,2024-01-30 09:04:31.700,4692.0000,183267,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,18,18
DC,a2403,2024-01-30 09:04:33.037,4692.0000,183267,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,18,20
DC,a2403,2024-01-30 09:04:33.778,4692.0000,183265,-2,93840.0000,2,0,2,双平,S,4692.0000,4693.0000,16,20
DC,a2403,2024-01-30 09:04:38.717,4693.0000,183265,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,16,19
DC,a2403,2024-01-30 09:04:39.200,4693.0000,183265,0,140790.0000,3,1,2,空换,B,4692.0000,4693.0000,17,18
DC,a2403,2024-01-30 09:04:40.143,4693.0000,183266,1,46930.0000,1,1,0,双开,B,4692.0000,4693.0000,19,18
DC,a2403,2024-01-30 09:04:43.200,4693.0000,183270,4,234650.0000,5,4,1,多开,B,4692.0000,4693.0000,19,13
DC,a2403,2024-01-30 09:04:43.829,4692.0000,183265,-5,516150.0000,11,3,8,多平,S,4692.0000,4693.0000,11,10
DC,a2403,2024-01-30 09:04:44.791,4693.0000,183264,-1,46930.0000,1,0,1,双平,B,4692.0000,4693.0000,14,29
DC,a2403,2024-01-30 09:04:47.274,4693.0000,183259,-5,1360970.0000,29,12,17,多平,S,4693.0000,4694.0000,1,39
DC,a2403,2024-01-30 09:04:47.905,4693.0000,183257,-2,187720.0000,4,1,3,空平,B,4692.0000,4693.0000,21,15
DC,a2403,2024-01-30 09:04:48.915,4693.0000,183257,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,22,16
DC,a2403,2024-01-30 09:04:49.353,4693.0000,183255,-2,563150.0000,12,5,7,空平,B,4692.0000,4693.0000,21,3
DC,a2403,2024-01-30 09:04:49.700,4693.0000,183255,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,23,8
DC,a2403,2024-01-30 09:04:49.983,4693.0000,183254,-1,46930.0000,1,0,1,双平,B,4692.0000,4693.0000,23,7
DC,a2403,2024-01-30 09:04:51.202,4692.0000,183254,0,187680.0000,4,2,2,多换,S,4692.0000,4693.0000,15,27
DC,a2403,2024-01-30 09:04:51.718,4692.0000,183253,-1,234600.0000,5,2,3,多平,S,4692.0000,4693.0000,10,25
DC,a2403,2024-01-30 09:04:51.989,4692.0000,183254,1,46920.0000,1,1,0,双开,S,4692.0000,4693.0000,9,25
DC,a2403,2024-01-30 09:04:53.608,4692.0000,183255,1,46920.0000,1,1,0,双开,S,4692.0000,4693.0000,8,28
DC,a2403,2024-01-30 09:04:55.423,4693.0000,183256,1,46930.0000,1,1,0,双开,B,4692.0000,4693.0000,8,26
DC,a2403,2024-01-30 09:04:55.885,4692.0000,183256,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,5,26
DC,a2403,2024-01-30 09:04:56.337,4693.0000,183249,-7,797810.0000,17,5,12,空平,B,4692.0000,4693.0000,15,12
DC,a2403,2024-01-30 09:04:59.211,4693.0000,183246,-3,375440.0000,8,2,6,空平,B,4692.0000,4693.0000,15,8
DC,a2403,2024-01-30 09:04:59.933,4693.0000,183247,1,93850.0000,2,1,1,多开,B,4692.0000,4693.0000,14,7
DC,a2403,2024-01-30 09:05:00.762,4693.0000,183247,0,140790.0000,3,1,2,空换,B,4692.0000,4693.0000,14,13
DC,a2403,2024-01-30 09:05:01.733,4693.0000,183245,-2,93860.0000,2,0,2,双平,B,4692.0000,4693.0000,24,9
DC,a2403,2024-01-30 09:05:03.588,4692.0000,183245,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,31,9
DC,a2403,2024-01-30 09:05:08.355,4692.0000,183245,0,281520.0000,6,3,3,多换,S,4692.0000,4693.0000,52,11
DC,a2403,2024-01-30 09:05:11.524,4692.0000,183245,0,93840.0000,2,1,1,多换,S,4692.0000,4693.0000,51,23
DC,a2403,2024-01-30 09:05:13.032,4693.0000,183244,-1,46930.0000,1,0,1,双平,B,4692.0000,4693.0000,51,23
DC,a2403,2024-01-30 09:05:15.439,4692.0000,183244,0,187680.0000,4,2,2,多换,S,4692.0000,4693.0000,44,31
DC,a2403,2024-01-30 09:05:15.863,4692.0000,183238,-6,2346000.0000,50,22,28,空平,B,4691.0000,4692.0000,28,18
DC,a2403,2024-01-30 09:05:16.948,4691.0000,183239,1,281460.0000,6,3,3,空开,S,4691.0000,4692.0000,13,27
DC,a2403,2024-01-30 09:05:18.445,4691.0000,183239,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,12,28
DC,a2403,2024-01-30 09:05:20.200,4691.0000,183239,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,14,18
DC,a2403,2024-01-30 09:05:22.430,4691.0000,183238,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,13,19
DC,a2403,2024-01-30 09:05:24.386,4692.0000,183238,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,15,18
DC,a2403,2024-01-30 09:05:25.996,4691.0000,183238,0,93820.0000,2,1,1,多换,S,4691.0000,4692.0000,15,18
DC,a2403,2024-01-30 09:05:29.331,4691.0000,183238,0,93830.0000,2,1,1,多换,S,4691.0000,4692.0000,17,21
DC,a2403,2024-01-30 09:05:30.184,4691.0000,183238,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,16,20
DC,a2403,2024-01-30 09:05:30.874,4692.0000,183238,0,93840.0000,2,1,1,空换,B,4691.0000,4692.0000,19,21
DC,a2403,2024-01-30 09:05:31.425,4691.0000,183238,0,234560.0000,5,2,3,多换,S,4691.0000,4692.0000,15,21
DC,a2403,2024-01-30 09:05:31.795,4692.0000,183238,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,15,24
DC,a2403,2024-01-30 09:05:32.217,4691.0000,183238,0,703650.0000,15,7,8,空换,B,4690.0000,4692.0000,39,28
DC,a2403,2024-01-30 09:05:34.824,4690.0000,183238,0,93800.0000,2,1,1,多换,S,4690.0000,4691.0000,35,24
DC,a2403,2024-01-30 09:05:35.412,4690.0000,183240,2,93800.0000,2,2,0,双开,S,4690.0000,4691.0000,33,26
DC,a2403,2024-01-30 09:05:35.795,4691.0000,183240,0,187630.0000,4,2,2,空换,B,4690.0000,4691.0000,31,25
DC,a2403,2024-01-30 09:05:37.289,4691.0000,183247,7,328370.0000,7,7,0,双开,B,4690.0000,4691.0000,32,21
DC,a2403,2024-01-30 09:05:39.331,4690.0000,183251,4,234500.0000,5,4,1,空开,S,4690.0000,4691.0000,27,21
DC,a2403,2024-01-30 09:05:39.484,4691.0000,183251,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,27,20
DC,a2403,2024-01-30 09:05:42.404,4691.0000,183260,9,516000.0000,11,10,1,多开,B,4690.0000,4691.0000,26,11
DC,a2403,2024-01-30 09:05:42.734,4691.0000,183256,-4,562920.0000,12,4,8,空平,B,4690.0000,4692.0000,28,46
DC,a2403,2024-01-30 09:05:43.203,4690.0000,183258,2,93800.0000,2,2,0,双开,S,4691.0000,4692.0000,1,50
DC,a2403,2024-01-30 09:05:43.734,4691.0000,183259,1,46910.0000,1,1,0,双开,B,4690.0000,4691.0000,29,3
DC,a2403,2024-01-30 09:05:46.870,4691.0000,183259,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,10,22
DC,a2403,2024-01-30 09:05:49.241,4691.0000,183261,2,93820.0000,2,2,0,双开,S,4691.0000,4692.0000,1,24
