市场代码,合约代码,Date,最新,持仓,增仓,成交额,Volume,开仓,平仓,成交类型,方向,买一价,Close,买一量,卖一量
DC,a2403,2024-01-30 09:05:49.657,4691.0000,183261,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,1,24
DC,a2403,2024-01-30 09:05:50.700,4691.0000,183261,0,46910.0000,1,0,1,空换,B,4690.0000,4692.0000,29,27
DC,a2403,2024-01-30 09:05:51.919,4691.0000,183260,-1,46910.0000,1,0,1,双平,B,4690.0000,4691.0000,28,8
DC,a2403,2024-01-30 09:05:53.791,4690.0000,183262,2,93800.0000,2,2,0,双开,S,4690.0000,4691.0000,27,19
DC,a2403,2024-01-30 09:05:54.308,4690.0000,183265,3,562800.0000,12,7,5,空开,S,4690.0000,4691.0000,19,28
DC,a2403,2024-01-30 09:05:54.755,4690.0000,183267,2,609750.0000,13,7,6,空开,S,4690.0000,4691.0000,10,24
DC,a2403,2024-01-30 09:05:56.422,4691.0000,183267,0,93820.0000,2,1,1,空换,B,4690.0000,4691.0000,50,18
DC,a2403,2024-01-30 09:05:56.710,4691.0000,183267,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,52,19
DC,a2403,2024-01-30 09:05:58.305,4691.0000,183267,0,93820.0000,2,1,1,空换,B,4690.0000,4691.0000,52,23
DC,a2403,2024-01-30 09:05:59.449,4690.0000,183262,-5,1266300.0000,27,11,16,多平,S,4690.0000,4691.0000,26,22
DC,a2403,2024-01-30 09:06:01.245,4691.0000,183262,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,31,34
DC,a2403,2024-01-30 09:06:05.096,4690.0000,183262,0,187600.0000,4,2,2,多换,S,4690.0000,4691.0000,40,47
DC,a2403,2024-01-30 09:06:06.708,4691.0000,183263,1,46910.0000,1,1,0,双开,B,4690.0000,4691.0000,43,48
DC,a2403,2024-01-30 09:06:07.144,4691.0000,183263,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,43,47
DC,a2403,2024-01-30 09:06:08.435,4691.0000,183263,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,64,46
DC,a2403,2024-01-30 09:06:09.900,4691.0000,183263,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,80,48
DC,a2403,2024-01-30 09:06:10.570,4690.0000,183265,2,93800.0000,2,2,0,双开,S,4690.0000,4691.0000,78,48
DC,a2403,2024-01-30 09:06:11.406,4690.0000,183265,0,46900.0000,1,0,1,多换,S,4690.0000,4691.0000,78,48
DC,a2403,2024-01-30 09:06:11.845,4690.0000,183266,1,140700.0000,3,2,1,空开,S,4690.0000,4691.0000,76,45
DC,a2403,2024-01-30 09:06:12.519,4691.0000,183266,0,93810.0000,2,1,1,空换,B,4690.0000,4691.0000,73,52
DC,a2403,2024-01-30 09:06:13.200,4691.0000,183270,4,515910.0000,11,7,4,多开,B,4690.0000,4691.0000,61,51
DC,a2403,2024-01-30 09:06:14.708,4690.0000,183270,0,46900.0000,1,0,1,多换,S,4690.0000,4691.0000,81,52
DC,a2403,2024-01-30 09:06:15.700,4690.0000,183269,-1,46900.0000,1,0,1,双平,S,4690.0000,4691.0000,80,54
DC,a2403,2024-01-30 09:06:16.205,4690.0000,183268,-1,46900.0000,1,0,1,双平,S,4690.0000,4691.0000,79,57
DC,a2403,2024-01-30 09:06:16.559,4690.0000,183268,0,281400.0000,6,3,3,多换,S,4690.0000,4691.0000,74,58
DC,a2403,2024-01-30 09:06:18.860,4690.0000,183267,-1,140700.0000,3,1,2,多平,S,4690.0000,4691.0000,71,55
DC,a2403,2024-01-30 09:06:19.433,4691.0000,183271,4,516010.0000,11,7,4,多开,B,4690.0000,4691.0000,82,54
DC,a2403,2024-01-30 09:06:19.687,4691.0000,183271,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,82,50
DC,a2403,2024-01-30 09:06:20.791,4690.0000,183270,-1,46900.0000,1,0,1,双平,S,4690.0000,4691.0000,82,48
DC,a2403,2024-01-30 09:06:22.041,4690.0000,183269,-1,46900.0000,1,0,1,双平,S,4690.0000,4691.0000,86,48
DC,a2403,2024-01-30 09:06:25.701,4691.0000,183254,-15,2392410.0000,51,18,33,空平,B,4690.0000,4692.0000,98,23
DC,a2403,2024-01-30 09:06:26.397,4691.0000,183254,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,37,13
DC,a2403,2024-01-30 09:06:26.837,4691.0000,183254,0,93830.0000,2,1,1,多换,S,4691.0000,4692.0000,44,11
DC,a2403,2024-01-30 09:06:28.283,4691.0000,183254,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,45,11
DC,a2403,2024-01-30 09:06:28.700,4692.0000,183253,-1,516120.0000,11,5,6,多平,S,4692.0000,4693.0000,1,17
DC,a2403,2024-01-30 09:06:29.403,4692.0000,183252,-1,187700.0000,4,1,3,多平,S,4692.0000,4693.0000,4,25
DC,a2403,2024-01-30 09:06:29.603,4692.0000,183250,-2,93840.0000,2,0,2,双平,S,4692.0000,4693.0000,9,25
DC,a2403,2024-01-30 09:06:30.929,4692.0000,183250,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,14,27
DC,a2403,2024-01-30 09:06:31.240,4693.0000,183250,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,14,24
DC,a2403,2024-01-30 09:06:33.034,4692.0000,183250,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,36,20
DC,a2403,2024-01-30 09:06:33.535,4693.0000,183251,1,46930.0000,1,1,0,双开,B,4692.0000,4693.0000,36,19
DC,a2403,2024-01-30 09:06:35.375,4692.0000,183252,1,46920.0000,1,1,0,双开,S,4692.0000,4693.0000,35,20
DC,a2403,2024-01-30 09:06:36.065,4692.0000,183249,-3,234600.0000,5,1,4,多平,S,4692.0000,4693.0000,30,20
DC,a2403,2024-01-30 09:06:38.201,4693.0000,183248,-1,93860.0000,2,0,2,空平,B,4692.0000,4693.0000,43,10
DC,a2403,2024-01-30 09:06:39.195,4693.0000,183248,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,45,9
DC,a2403,2024-01-30 09:06:41.483,4692.0000,183247,-1,46920.0000,1,0,1,双平,S,4692.0000,4693.0000,50,20
DC,a2403,2024-01-30 09:06:44.294,4693.0000,183247,0,93860.0000,2,1,1,空换,B,4692.0000,4693.0000,50,18
DC,a2403,2024-01-30 09:06:44.529,4693.0000,183245,-2,93860.0000,2,0,2,双平,B,4692.0000,4693.0000,52,16
DC,a2403,2024-01-30 09:06:46.446,4693.0000,183244,-1,46930.0000,1,0,1,双平,B,4692.0000,4693.0000,55,16
DC,a2403,2024-01-30 09:06:54.591,4693.0000,183243,-1,93860.0000,2,0,2,空平,B,4692.0000,4693.0000,51,24
DC,a2403,2024-01-30 09:06:55.201,4693.0000,183243,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,51,23
DC,a2403,2024-01-30 09:06:56.034,4693.0000,183240,-3,234650.0000,5,1,4,空平,B,4692.0000,4693.0000,51,18
DC,a2403,2024-01-30 09:06:56.737,4693.0000,183240,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,53,17
DC,a2403,2024-01-30 09:06:58.401,4693.0000,183236,-4,187720.0000,4,0,4,双平,B,4692.0000,4693.0000,49,13
DC,a2403,2024-01-30 09:06:58.513,4693.0000,183235,-1,46930.0000,1,0,1,双平,B,4692.0000,4693.0000,49,12
DC,a2403,2024-01-30 09:06:59.448,4693.0000,183244,9,563160.0000,12,10,2,空开,S,4693.0000,4694.0000,12,29
DC,a2403,2024-01-30 09:07:00.327,4694.0000,183243,-1,46940.0000,1,0,1,双平,B,4693.0000,4694.0000,29,14
DC,a2403,2024-01-30 09:07:04.406,4694.0000,183244,1,46940.0000,1,1,0,双开,B,4693.0000,4694.0000,34,19
DC,a2403,2024-01-30 09:07:04.768,4694.0000,183246,2,422460.0000,9,5,4,多开,B,4693.0000,4694.0000,64,12
DC,a2403,2024-01-30 09:07:05.420,4694.0000,183245,-1,563280.0000,12,5,7,多平,S,4694.0000,4695.0000,12,58
DC,a2403,2024-01-30 09:07:08.341,4694.0000,183237,-8,1126560.0000,24,8,16,多平,S,4694.0000,4695.0000,27,48
DC,a2403,2024-01-30 09:07:08.733,4694.0000,183237,0,375520.0000,8,4,4,多换,S,4694.0000,4695.0000,23,48
DC,a2403,2024-01-30 09:07:09.796,4694.0000,183226,-11,938900.0000,20,4,16,多平,S,4694.0000,4695.0000,15,67
DC,a2403,2024-01-30 09:07:10.203,4693.0000,183225,-1,751030.0000,16,7,9,多平,S,4693.0000,4694.0000,19,51
DC,a2403,2024-01-30 09:07:10.827,4694.0000,183223,-2,610100.0000,13,5,8,空平,B,4693.0000,4694.0000,8,53
DC,a2403,2024-01-30 09:07:11.201,4693.0000,183222,-1,375440.0000,8,3,5,空平,B,4692.0000,4693.0000,25,2
DC,a2403,2024-01-30 09:07:11.703,4693.0000,183218,-4,328490.0000,7,1,6,多平,S,4693.0000,4694.0000,8,38
DC,a2403,2024-01-30 09:07:12.202,4693.0000,183213,-5,234650.0000,5,0,5,双平,B,4692.0000,4693.0000,54,1
DC,a2403,2024-01-30 09:07:12.733,4693.0000,183212,-1,46930.0000,1,0,1,双平,B,4692.0000,4694.0000,55,38
DC,a2403,2024-01-30 09:07:14.381,4693.0000,183212,0,46930.0000,1,0,1,多换,S,4693.0000,4694.0000,5,39
DC,a2403,2024-01-30 09:07:14.714,4693.0000,183212,0,46930.0000,1,0,1,多换,S,4693.0000,4694.0000,3,40
DC,a2403,2024-01-30 09:07:15.378,4693.0000,183212,0,140790.0000,3,1,2,空换,B,4692.0000,4694.0000,44,39
DC,a2403,2024-01-30 09:07:18.786,4692.0000,183210,-2,93840.0000,2,0,2,双平,S,4692.0000,4694.0000,42,42
DC,a2403,2024-01-30 09:07:19.200,4693.0000,183208,-2,93860.0000,2,0,2,双平,B,4692.0000,4693.0000,62,5
DC,a2403,2024-01-30 09:07:19.726,4693.0000,183204,-4,187720.0000,4,0,4,双平,B,4692.0000,4693.0000,63,1
DC,a2403,2024-01-30 09:07:22.911,4692.0000,183203,-1,93850.0000,2,0,2,多平,S,4692.0000,4694.0000,62,49
DC,a2403,2024-01-30 09:07:24.050,4693.0000,183204,1,46930.0000,1,1,0,双开,S,4693.0000,4694.0000,1,50
DC,a2403,2024-01-30 09:07:24.700,4694.0000,183204,0,140820.0000,3,1,2,空换,B,4693.0000,4694.0000,2,47
DC,a2403,2024-01-30 09:07:25.797,4693.0000,183204,0,46930.0000,1,0,1,多换,S,4693.0000,4694.0000,1,47
DC,a2403,2024-01-30 09:07:26.581,4694.0000,183204,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,1,46
DC,a2403,2024-01-30 09:07:28.239,4693.0000,183204,0,46930.0000,1,0,1,多换,S,4693.0000,4694.0000,21,46
DC,a2403,2024-01-30 09:07:29.238,4694.0000,183204,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,27,45
DC,a2403,2024-01-30 09:07:30.201,4694.0000,183205,1,46940.0000,1,1,0,双开,B,4693.0000,4694.0000,27,44
DC,a2403,2024-01-30 09:07:30.842,4694.0000,183205,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,32,42
DC,a2403,2024-01-30 09:07:33.357,4694.0000,183205,0,234700.0000,5,2,3,空换,B,4693.0000,4694.0000,42,39
DC,a2403,2024-01-30 09:07:43.093,4694.0000,183205,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,54,43
DC,a2403,2024-01-30 09:07:44.898,4694.0000,183203,-2,234690.0000,5,1,4,空平,B,4693.0000,4694.0000,52,39
DC,a2403,2024-01-30 09:07:45.141,4694.0000,183203,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,52,38
DC,a2403,2024-01-30 09:07:49.200,4694.0000,183203,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,52,36
DC,a2403,2024-01-30 09:07:51.514,4694.0000,183201,-2,234700.0000,5,1,4,空平,B,4693.0000,4694.0000,52,35
DC,a2403,2024-01-30 09:07:53.306,4694.0000,183199,-2,93880.0000,2,0,2,双平,B,4693.0000,4694.0000,55,33
DC,a2403,2024-01-30 09:07:55.427,4693.0000,183199,0,93870.0000,2,1,1,多换,S,4693.0000,4694.0000,55,32
DC,a2403,2024-01-30 09:07:56.019,4694.0000,183197,-2,93880.0000,2,0,2,双平,B,4693.0000,4694.0000,56,31
DC,a2403,2024-01-30 09:07:58.401,4694.0000,183193,-4,187760.0000,4,0,4,双平,B,4693.0000,4694.0000,54,27
DC,a2403,2024-01-30 09:07:59.258,4693.0000,183172,-21,985530.0000,21,0,21,双平,S,4693.0000,4694.0000,35,27
DC,a2403,2024-01-30 09:07:59.910,4694.0000,183172,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,48,26
DC,a2403,2024-01-30 09:08:00.395,4694.0000,183173,1,46940.0000,1,1,0,双开,B,4693.0000,4694.0000,49,31
DC,a2403,2024-01-30 09:08:00.919,4693.0000,183172,-1,93860.0000,2,0,2,多平,S,4693.0000,4694.0000,57,39
DC,a2403,2024-01-30 09:08:01.427,4693.0000,183172,0,46930.0000,1,0,1,多换,S,4693.0000,4694.0000,56,38
DC,a2403,2024-01-30 09:08:02.423,4693.0000,183172,0,93860.0000,2,1,1,多换,S,4693.0000,4694.0000,58,36
DC,a2403,2024-01-30 09:08:02.719,4693.0000,183171,-1,281630.0000,6,2,4,多平,S,4693.0000,4694.0000,57,31
DC,a2403,2024-01-30 09:08:03.338,4694.0000,183172,1,46940.0000,1,1,0,双开,B,4693.0000,4694.0000,57,31
DC,a2403,2024-01-30 09:08:03.628,4693.0000,183171,-1,140810.0000,3,1,2,多平,S,4693.0000,4694.0000,56,29
DC,a2403,2024-01-30 09:08:04.330,4693.0000,183171,0,93870.0000,2,1,1,多换,S,4693.0000,4694.0000,56,27
DC,a2403,2024-01-30 09:08:05.935,4694.0000,183171,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,57,27
DC,a2403,2024-01-30 09:08:06.200,4694.0000,183171,0,46940.0000,1,0,1,空换,B,4693.0000,4694.0000,58,25
DC,a2403,2024-01-30 09:08:06.589,4694.0000,183170,-1,93880.0000,2,0,2,空平,B,4693.0000,4694.0000,59,23
DC,a2403,2024-01-30 09:08:08.700,4694.0000,183164,-6,1079620.0000,23,8,15,多平,S,4694.0000,4695.0000,22,69
DC,a2403,2024-01-30 09:08:10.237,4695.0000,183164,0,93900.0000,2,1,1,空换,B,4694.0000,4695.0000,35,69
DC,a2403,2024-01-30 09:08:10.488,4695.0000,183164,0,46950.0000,1,0,1,空换,B,4694.0000,4695.0000,34,68
DC,a2403,2024-01-30 09:08:11.200,4695.0000,183172,8,469500.0000,10,9,1,多开,B,4694.0000,4695.0000,34,56
DC,a2403,2024-01-30 09:08:11.731,4694.0000,183167,-5,234700.0000,5,0,5,双平,S,4694.0000,4695.0000,29,56
DC,a2403,2024-01-30 09:08:13.701,4695.0000,183169,2,187800.0000,4,3,1,多开,B,4694.0000,4695.0000,41,53
DC,a2403,2024-01-30 09:08:14.330,4695.0000,183173,4,1690200.0000,36,20,16,多开,B,4694.0000,4695.0000,42,16
DC,a2403,2024-01-30 09:08:14.855,4695.0000,183159,-14,798150.0000,17,1,16,多平,S,4695.0000,4696.0000,37,17
DC,a2403,2024-01-30 09:08:15.379,4696.0000,183159,0,93920.0000,2,1,1,空换,B,4695.0000,4696.0000,50,12
DC,a2403,2024-01-30 09:08:15.946,4696.0000,183158,-1,93920.0000,2,0,2,空平,B,4695.0000,4696.0000,54,7
DC,a2403,2024-01-30 09:08:16.200,4696.0000,183159,1,46960.0000,1,1,0,双开,B,4695.0000,4696.0000,55,8
DC,a2403,2024-01-30 09:08:16.738,4696.0000,183158,-1,46960.0000,1,0,1,双平,B,4695.0000,4696.0000,57,8
DC,a2403,2024-01-30 09:08:17.854,4696.0000,183166,8,845280.0000,18,13,5,多开,B,4695.0000,4697.0000,57,76
DC,a2403,2024-01-30 09:08:18.417,4696.0000,183166,0,281760.0000,6,3,3,多换,S,4696.0000,4697.0000,1,76
DC,a2403,2024-01-30 09:08:18.703,4696.0000,183166,0,46960.0000,1,0,1,多换,S,4696.0000,4697.0000,14,76
DC,a2403,2024-01-30 09:08:20.302,4696.0000,183165,-1,46960.0000,1,0,1,双平,S,4696.0000,4697.0000,24,74
DC,a2403,2024-01-30 09:08:20.826,4697.0000,183166,1,46970.0000,1,1,0,双开,B,4696.0000,4697.0000,35,73
DC,a2403,2024-01-30 09:08:21.329,4696.0000,183164,-2,93920.0000,2,0,2,双平,S,4696.0000,4697.0000,34,74
DC,a2403,2024-01-30 09:08:21.700,4697.0000,183164,0,46970.0000,1,0,1,空换,B,4696.0000,4697.0000,36,73
DC,a2403,2024-01-30 09:08:22.294,4697.0000,183163,-1,140900.0000,3,1,2,空平,B,4696.0000,4697.0000,35,71
DC,a2403,2024-01-30 09:08:23.229,4697.0000,183163,0,46970.0000,1,0,1,空换,B,4696.0000,4697.0000,35,70
DC,a2403,2024-01-30 09:08:23.854,4697.0000,183163,0,46970.0000,1,0,1,空换,B,4696.0000,4697.0000,36,69
DC,a2403,2024-01-30 09:08:25.200,4697.0000,183163,0,46970.0000,1,0,1,空换,B,4696.0000,4697.0000,36,68
DC,a2403,2024-01-30 09:08:25.665,4696.0000,183158,-5,281770.0000,6,0,6,多平,S,4696.0000,4697.0000,31,69
DC,a2403,2024-01-30 09:08:26.643,4697.0000,183149,-9,516670.0000,11,1,10,空平,B,4696.0000,4697.0000,35,59
DC,a2403,2024-01-30 09:08:27.876,4697.0000,183148,-1,140910.0000,3,1,2,空平,B,4696.0000,4697.0000,35,57
DC,a2403,2024-01-30 09:08:28.411,4697.0000,183147,-1,46970.0000,1,0,1,双平,B,4696.0000,4697.0000,32,84
DC,a2403,2024-01-30 09:08:28.700,4697.0000,183139,-8,422650.0000,9,0,9,空平,B,4696.0000,4697.0000,24,84
DC,a2403,2024-01-30 09:08:29.514,4697.0000,183137,-2,93940.0000,2,0,2,双平,B,4696.0000,4697.0000,24,84
DC,a2403,2024-01-30 09:08:31.400,4697.0000,183135,-2,93940.0000,2,0,2,双平,B,4696.0000,4697.0000,33,81
DC,a2403,2024-01-30 09:08:35.706,4697.0000,183134,-1,46970.0000,1,0,1,双平,B,4696.0000,4697.0000,38,81
DC,a2403,2024-01-30 09:08:36.152,4697.0000,183133,-1,46970.0000,1,0,1,双平,B,4696.0000,4697.0000,39,82
DC,a2403,2024-01-30 09:08:36.931,4697.0000,183132,-1,46970.0000,1,0,1,双平,B,4696.0000,4697.0000,39,81
DC,a2403,2024-01-30 09:08:38.951,4697.0000,183132,0,46970.0000,1,0,1,空换,B,4696.0000,4697.0000,39,75
DC,a2403,2024-01-30 09:08:43.293,4696.0000,183123,-9,1455770.0000,31,11,20,多平,S,4696.0000,4697.0000,11,74
DC,a2403,2024-01-30 09:08:43.946,4696.0000,183123,0,704400.0000,15,7,8,空换,B,4695.0000,4696.0000,36,2
DC,a2403,2024-01-30 09:08:44.235,4696.0000,183121,-2,93920.0000,2,0,2,双平,B,4695.0000,4696.0000,38,1
DC,a2403,2024-01-30 09:08:48.700,4696.0000,183120,-1,46960.0000,1,0,1,双平,B,4695.0000,4696.0000,47,3
DC,a2403,2024-01-30 09:08:49.946,4696.0000,183120,0,93920.0000,2,1,1,空换,B,4695.0000,4696.0000,45,16
DC,a2403,2024-01-30 09:08:50.744,4695.0000,183120,0,46950.0000,1,0,1,多换,S,4695.0000,4696.0000,38,20
DC,a2403,2024-01-30 09:08:56.733,4695.0000,183096,-24,1784100.0000,38,7,31,空平,B,4694.0000,4696.0000,32,26
DC,a2403,2024-01-30 09:08:57.236,4695.0000,183096,0,46950.0000,1,0,1,空换,B,4694.0000,4695.0000,26,6
DC,a2403,2024-01-30 09:08:57.832,4695.0000,183096,0,46950.0000,1,0,1,空换,B,4694.0000,4695.0000,30,5
DC,a2403,2024-01-30 09:08:58.353,4695.0000,183090,-6,281700.0000,6,0,6,双平,S,4695.0000,4696.0000,44,23
DC,a2403,2024-01-30 09:08:58.855,4696.0000,183090,0,46960.0000,1,0,1,空换,B,4695.0000,4696.0000,47,13
DC,a2403,2024-01-30 09:08:59.356,4695.0000,183071,-19,892060.0000,19,0,19,双平,S,4695.0000,4696.0000,30,15
DC,a2403,2024-01-30 09:09:00.202,4695.0000,183067,-4,187800.0000,4,0,4,双平,S,4695.0000,4696.0000,27,18
DC,a2403,2024-01-30 09:09:00.830,4695.0000,183067,0,93900.0000,2,1,1,多换,S,4695.0000,4696.0000,30,19
DC,a2403,2024-01-30 09:09:01.381,4696.0000,183067,0,187840.0000,4,2,2,空换,B,4695.0000,4696.0000,31,16
DC,a2403,2024-01-30 09:09:05.737,4696.0000,183067,0,46960.0000,1,0,1,空换,B,4695.0000,4696.0000,41,16
DC,a2403,2024-01-30 09:09:09.042,4696.0000,183066,-1,46960.0000,1,0,1,双平,B,4695.0000,4696.0000,45,22
DC,a2403,2024-01-30 09:09:11.700,4696.0000,183064,-2,93920.0000,2,0,2,双平,B,4695.0000,4696.0000,45,21
DC,a2403,2024-01-30 09:09:13.200,4696.0000,183064,0,46960.0000,1,0,1,空换,B,4695.0000,4696.0000,46,21
DC,a2403,2024-01-30 09:09:15.422,4696.0000,183072,8,610480.0000,13,10,3,多开,B,4695.0000,4696.0000,46,11
DC,a2403,2024-01-30 09:09:17.268,4696.0000,183073,1,46960.0000,1,1,0,双开,B,4695.0000,4696.0000,51,16
DC,a2403,2024-01-30 09:09:18.810,4695.0000,183073,0,469500.0000,10,5,5,多换,S,4695.0000,4696.0000,41,23
DC,a2403,2024-01-30 09:09:19.741,4696.0000,183071,-2,93920.0000,2,0,2,双平,B,4695.0000,4696.0000,76,23
DC,a2403,2024-01-30 09:09:20.227,4696.0000,183068,-3,140880.0000,3,0,3,双平,B,4695.0000,4696.0000,76,20
DC,a2403,2024-01-30 09:09:21.019,4696.0000,183066,-2,93920.0000,2,0,2,双平,B,4695.0000,4696.0000,77,18
DC,a2403,2024-01-30 09:09:22.722,4696.0000,183064,-2,93920.0000,2,0,2,双平,B,4695.0000,4696.0000,75,16
DC,a2403,2024-01-30 09:09:23.986,4696.0000,183064,0,46960.0000,1,0,1,空换,B,4695.0000,4696.0000,75,15
DC,a2403,2024-01-30 09:09:24.519,4696.0000,183064,0,46960.0000,1,0,1,空换,B,4695.0000,4696.0000,75,14
DC,a2403,2024-01-30 09:09:25.143,4696.0000,183064,0,46960.0000,1,0,1,空换,B,4695.0000,4696.0000,77,13
DC,a2403,2024-01-30 09:09:28.401,4696.0000,183061,-3,187840.0000,4,0,4,空平,B,4695.0000,4696.0000,73,9
DC,a2403,2024-01-30 09:09:28.757,4696.0000,183061,0,93920.0000,2,1,1,空换,B,4695.0000,4696.0000,74,8
DC,a2403,2024-01-30 09:09:29.237,4696.0000,183064,3,187840.0000,4,3,1,多开,B,4695.0000,4696.0000,79,4
DC,a2403,2024-01-30 09:09:29.700,4696.0000,183066,2,187840.0000,4,3,1,多开,B,4695.0000,4697.0000,79,71
DC,a2403,2024-01-30 09:09:30.200,4696.0000,183066,0,46960.0000,1,0,1,多换,S,4696.0000,4697.0000,3,70
DC,a2403,2024-01-30 09:09:32.700,4696.0000,183052,-14,657440.0000,14,0,14,双平,B,4695.0000,4696.0000,41,26
DC,a2403,2024-01-30 09:09:34.324,4696.0000,183052,0,46960.0000,1,0,1,空换,B,4695.0000,4696.0000,42,27
DC,a2403,2024-01-30 09:09:35.286,4696.0000,183052,0,46960.0000,1,0,1,空换,B,4695.0000,4696.0000,62,26
DC,a2403,2024-01-30 09:09:37.268,4696.0000,183052,0,187840.0000,4,2,2,空换,B,4695.0000,4696.0000,62,22
DC,a2403,2024-01-30 09:09:42.859,4696.0000,183051,-1,140880.0000,3,1,2,空平,B,4695.0000,4696.0000,74,32
DC,a2403,2024-01-30 09:09:47.201,4696.0000,183038,-13,2066240.0000,44,15,29,空平,B,4695.0000,4697.0000,77,62
DC,a2403,2024-01-30 09:09:47.700,4696.0000,183039,1,46960.0000,1,1,0,双开,B,4695.0000,4697.0000,77,62
DC,a2403,2024-01-30 09:09:48.200,4696.0000,183036,-3,140880.0000,3,0,3,双平,B,4695.0000,4696.0000,74,1
DC,a2403,2024-01-30 09:09:51.205,4696.0000,183028,-8,375610.0000,8,0,8,双平,B,4695.0000,4696.0000,68,17
DC,a2403,2024-01-30 09:09:56.518,4696.0000,183028,0,46960.0000,1,0,1,空换,B,4695.0000,4696.0000,66,34
DC,a2403,2024-01-30 09:09:59.257,4695.0000,183002,-26,1361560.0000,29,1,28,多平,S,4695.0000,4696.0000,37,30
DC,a2403,2024-01-30 09:09:59.901,4694.0000,183002,0,2253510.0000,48,24,24,多换,S,4694.0000,4695.0000,3,53
DC,a2403,2024-01-30 09:10:00.353,4694.0000,183003,1,140820.0000,3,2,1,多开,B,4693.0000,4694.0000,29,6
DC,a2403,2024-01-30 09:10:02.935,4694.0000,183002,-1,46940.0000,1,0,1,双平,B,4693.0000,4694.0000,37,18
DC,a2403,2024-01-30 09:10:03.700,4694.0000,182999,-3,140820.0000,3,0,3,双平,B,4693.0000,4694.0000,43,15
DC,a2403,2024-01-30 09:10:04.818,4694.0000,182998,-1,46940.0000,1,0,1,双平,B,4693.0000,4694.0000,54,15
DC,a2403,2024-01-30 09:10:05.229,4693.0000,183011,13,1126320.0000,24,18,6,空开,S,4693.0000,4694.0000,32,19
DC,a2403,2024-01-30 09:10:07.246,4694.0000,183010,-1,46940.0000,1,0,1,双平,B,4693.0000,4694.0000,35,18
DC,a2403,2024-01-30 09:10:08.232,4694.0000,183007,-3,140820.0000,3,0,3,双平,B,4693.0000,4694.0000,62,13
DC,a2403,2024-01-30 09:10:08.821,4694.0000,183010,3,704100.0000,15,9,6,空开,S,4694.0000,4695.0000,6,27
DC,a2403,2024-01-30 09:10:09.701,4695.0000,183008,-2,93900.0000,2,0,2,双平,B,4694.0000,4695.0000,14,14
DC,a2403,2024-01-30 09:10:15.201,4695.0000,183008,0,281700.0000,6,3,3,空换,B,4694.0000,4695.0000,27,9
DC,a2403,2024-01-30 09:10:15.750,4695.0000,183007,-1,46950.0000,1,0,1,双平,B,4694.0000,4695.0000,27,10
DC,a2403,2024-01-30 09:10:16.255,4695.0000,183007,0,46950.0000,1,0,1,空换,B,4694.0000,4695.0000,27,9
DC,a2403,2024-01-30 09:10:16.770,4695.0000,183006,-1,46950.0000,1,0,1,双平,B,4694.0000,4695.0000,29,10
DC,a2403,2024-01-30 09:10:22.119,4695.0000,183005,-1,46950.0000,1,0,1,双平,B,4694.0000,4695.0000,31,25
DC,a2403,2024-01-30 09:10:23.314,4695.0000,183003,-2,93900.0000,2,0,2,双平,B,4694.0000,4695.0000,32,28
DC,a2403,2024-01-30 09:10:24.200,4695.0000,182997,-6,328600.0000,7,0,7,空平,B,4694.0000,4695.0000,24,48
DC,a2403,2024-01-30 09:10:24.920,4694.0000,182972,-25,1736780.0000,37,6,31,空平,B,4693.0000,4694.0000,62,25
DC,a2403,2024-01-30 09:10:25.700,4694.0000,182970,-2,93880.0000,2,0,2,双平,B,4693.0000,4694.0000,53,19
DC,a2403,2024-01-30 09:10:26.902,4694.0000,182968,-2,140820.0000,3,0,3,空平,B,4693.0000,4694.0000,56,5
DC,a2403,2024-01-30 09:10:27.343,4693.0000,182968,0,46930.0000,1,0,1,多换,S,4693.0000,4694.0000,55,5
DC,a2403,2024-01-30 09:10:29.488,4694.0000,182965,-3,140820.0000,3,0,3,双平,B,4693.0000,4694.0000,56,3
DC,a2403,2024-01-30 09:10:32.484,4694.0000,182964,-1,46940.0000,1,0,1,双平,B,4693.0000,4694.0000,61,2
